"chrom"	"start"	"stop"	"id"	"score"	"strand"	"thickStart"	"thickStop"	"rgb"	"exons"	"exonSizes"	"exonStarts"	"Counts"	"Events"	"r.ENST00000404276.6"
"chr22"	28687743	28741838	"ENST00000416671.5"	60	"-"	28687743	28741838	"217,95,2"	16	"243,81,86,116,164,87,100,62,54,109,91,114,148,125,325,70,"	"0,1391,6288,7383,7966,9157,12094,15761,22262,24165,31651,33774,37233,37499,46659,54025,"	738	"intron4 inclusion (114bp)"	"650_651ins651-2146_651-2032"
"chr22"	28687743	28741838	"FLAIR.tx.24"	60	"-"	28687743	28741838	"217,95,2"	16	"243,81,86,116,164,87,100,54,109,91,148,125,95,129,325,70,"	"0,1391,6288,7383,7966,9157,12094,22262,24165,31651,37233,37499,41538,42676,46659,54025,"	674	""	""
"chr22"	28687743	28741838	"FLAIR.tx.25"	60	"-"	28687743	28741838	"217,95,2"	14	"243,81,86,116,164,87,100,62,54,109,91,125,325,70,"	"0,1391,6288,7383,7966,9157,12094,15761,22262,24165,31651,37499,46659,54025,"	631	""	""
"chr22"	28687743	28741838	"ENST00000405598.5"	60	"-"	28687743	28741838	"217,95,2"	16	"243,81,86,116,164,87,100,62,54,109,91,148,125,325,154,70,"	"0,1391,6288,7383,7966,9157,12094,15761,22262,24165,31651,37233,37499,46659,50141,54025,"	596	""	""
"chr22"	28687743	28741838	"FLAIR.tx.26"	60	"-"	28687743	28741838	"217,95,2"	9	"243,100,54,109,91,148,125,325,70,"	"0,12094,22262,24165,31651,37233,37499,46659,54025,"	563	""	""
"chr22"	28687743	28741838	"FLAIR.tx.27"	60	"-"	28687743	28741838	"217,95,2"	14	"243,81,86,83,87,100,62,54,109,91,148,125,325,70,"	"0,1391,6288,7383,9157,12094,15761,22262,24165,31651,37233,37499,46659,54025,"	562	""	""
"chr22"	28687743	28741838	"FLAIR.tx.28"	60	"-"	28687743	28741838	"217,95,2"	10	"243,81,116,164,87,100,54,109,325,70,"	"0,1391,7383,7966,9157,12094,22262,24165,46659,54025,"	538	""	""
"chr22"	28687743	28741838	"FLAIR.tx.29"	60	"-"	28687743	28741838	"217,95,2"	14	"243,81,116,164,87,100,62,54,109,91,148,125,325,70,"	"0,1391,7383,7966,9157,12094,15761,22262,24165,31651,37233,37499,46659,54025,"	537	"delta 13"	"1519_1434del"
"chr22"	28687743	28741838	"FLAIR.tx.30"	60	"-"	28687743	28741838	"217,95,2"	11	"243,81,86,83,164,87,100,62,54,109,70,"	"0,1391,6288,7383,7966,9157,12094,15761,22262,24165,54025,"	518	""	""
"chr22"	28687743	28741838	"FLAIR.tx.31"	60	"-"	28687743	28741838	"217,95,2"	14	"243,81,86,83,164,87,100,62,54,109,148,125,325,70,"	"0,1391,6288,7383,7966,9157,12094,15761,22262,24165,37233,37499,46659,54025,"	485	""	""
"chr22"	28687743	28741838	"FLAIR.tx.32"	60	"-"	28687743	28741838	"217,95,2"	14	"243,81,86,116,164,87,62,54,109,91,148,125,325,70,"	"0,1391,6288,7383,7966,9157,15761,22262,24165,31651,37233,37499,46659,54025,"	481	"delta 9"	"967_1066del "
"chr22"	28687743	28741838	"FLAIR.tx.33"	60	"-"	28687743	28741838	"217,95,2"	13	"243,81,86,116,164,100,62,54,109,91,38,125,70,"	"0,1391,6288,7383,7966,12094,15761,22262,24165,31651,37142,37499,54025,"	476	""	""
"chr22"	28687743	28741838	"FLAIR.tx.34"	60	"-"	28687743	28741838	"217,95,2"	14	"243,81,86,116,87,100,62,54,109,91,148,125,325,70,"	"0,1391,6288,7383,9157,12094,15761,22262,24165,31651,37233,37499,46659,54025,"	474	"delta 11"	"1154_1317del"
"chr22"	28687743	28741838	"FLAIR.tx.35"	60	"-"	28687743	28741838	"217,95,2"	16	"243,81,86,116,164,87,100,62,54,109,91,148,125,95,325,70,"	"0,1391,6288,7383,7966,9157,12094,15761,22262,24165,31651,37233,37499,41538,46659,54025,"	465	""	""
"chr22"	28687743	28741838	"FLAIR.tx.36"	60	"-"	28687743	28741838	"217,95,2"	15	"243,81,86,116,87,100,62,54,109,91,148,125,129,325,70,"	"0,1391,6288,7383,9157,12094,15761,22262,24165,31651,37233,37499,42676,46659,54025,"	451	""	""
"chr22"	28687743	28741838	"FLAIR.tx.37"	60	"-"	28687743	28741838	"217,95,2"	10	"243,81,86,116,164,87,100,54,109,70,"	"0,1391,6288,7383,7966,9157,12094,22262,24165,54025,"	414	""	""
"chr22"	28687743	28741838	"FLAIR.tx.38"	60	"-"	28687743	28741838	"217,95,2"	14	"243,81,86,116,164,87,100,54,109,91,359,125,325,70,"	"0,1391,6288,7383,7966,9157,12094,22262,24165,31651,36821,37499,46659,54025,"	404	""	""
"chr22"	28687743	28741838	"FLAIR.tx.39"	60	"-"	28687743	28741838	"217,95,2"	16	"243,81,86,116,164,87,100,62,54,109,91,148,125,129,325,57,"	"0,1391,6288,7383,7966,9157,12094,15761,22262,24165,31651,37233,37499,42676,46659,54038,"	375	"intron2 inclusion (129bp)"	"377_378ins377+3854_377+3983"
"chr22"	28687743	28741838	"FLAIR.tx.40"	60	"-"	28687743	28741838	"217,95,2"	14	"243,81,86,116,164,87,100,62,54,109,38,125,325,70,"	"0,1391,6288,7383,7966,9157,12094,15761,22262,24165,37142,37499,46659,54025,"	372	""	""
"chr22"	28687743	28741838	"FLAIR.tx.41"	60	"-"	28687743	28741838	"217,95,2"	16	"243,81,86,83,164,87,100,62,54,109,91,148,125,129,325,70,"	"0,1391,6288,7383,7966,9157,12094,15761,22262,24165,31651,37233,37499,42676,46659,54025,"	347	""	""
"chr22"	28687743	28741838	"FLAIR.tx.42"	60	"-"	28687743	28741838	"217,95,2"	15	"243,81,86,116,164,87,100,62,54,109,91,359,125,325,70,"	"0,1391,6288,7383,7966,9157,12094,15761,22262,24165,31651,36821,37499,46659,54025,"	337	""	""
"chr22"	28687743	28741838	"FLAIR.tx.43"	60	"-"	28687743	28741838	"217,95,2"	15	"243,81,86,116,164,87,100,62,54,109,148,125,325,154,70,"	"0,1391,6288,7383,7966,9157,12094,15761,22262,24165,37233,37499,46659,50141,54025,"	321	""	""
"chr22"	28687743	28741838	"FLAIR.tx.44"	60	"-"	28687743	28741838	"217,95,2"	11	"243,81,86,116,164,100,62,54,109,125,70,"	"0,1391,6288,7383,7966,12094,15761,22262,24165,37499,54025,"	306	""	""
"chr22"	28687743	28741838	"FLAIR.tx.45"	60	"-"	28687743	28741838	"217,95,2"	14	"243,81,86,116,164,87,100,62,54,109,91,148,125,57,"	"0,1391,6288,7383,7966,9157,12094,15761,22262,24165,31651,37233,37499,54038,"	297	""	""
"chr22"	28687743	28741838	"FLAIR.tx.46"	60	"-"	28687743	28741838	"217,95,2"	14	"243,81,86,116,164,87,100,62,54,109,91,38,125,70,"	"0,1391,6288,7383,7966,9157,12094,15761,22262,24165,31651,37142,37499,54025,"	295	""	""
"chr22"	28687743	28741838	"FLAIR.tx.47"	60	"-"	28687743	28741838	"217,95,2"	16	"243,81,86,116,164,87,100,62,54,109,91,148,125,117,325,70,"	"0,1391,6288,7383,7966,9157,12094,15761,22262,24165,31651,37233,37499,38501,46659,54025,"	287	""	""
"chr22"	28687743	28741838	"FLAIR.tx.48"	60	"-"	28687743	28741838	"217,95,2"	17	"243,81,86,83,164,87,100,62,54,109,91,148,125,95,129,325,70,"	"0,1391,6288,7383,7966,9157,12094,15761,22262,24165,31651,37233,37499,41538,42676,46659,54025,"	287	""	""
"chr22"	28687743	28741838	"FLAIR.tx.49"	60	"-"	28687743	28741838	"217,95,2"	14	"243,81,86,116,164,100,62,54,109,91,148,125,325,57,"	"0,1391,6288,7383,7966,12094,15761,22262,24165,31651,37233,37499,46659,54038,"	281	"delta 10"	"1067_1153del"
"chr22"	28687743	28741838	"FLAIR.tx.50"	60	"-"	28687743	28741838	"217,95,2"	9	"243,81,100,62,54,109,125,325,70,"	"0,1391,12094,15761,22262,24165,37499,46659,54025,"	280	""	""
"chr22"	28687743	28741838	"FLAIR.tx.51"	60	"-"	28687743	28741838	"217,95,2"	13	"243,81,86,116,164,100,54,109,91,38,125,325,70,"	"0,1391,6288,7383,7966,12094,22262,24165,31651,37142,37499,46659,54025,"	279	""	""
"chr22"	28687743	28741838	"FLAIR.tx.52"	60	"-"	28687743	28741838	"217,95,2"	14	"243,81,86,116,164,100,54,109,91,148,125,129,325,70,"	"0,1391,6288,7383,7966,12094,22262,24165,31651,37233,37499,42676,46659,54025,"	278	""	""
"chr22"	28687743	28741838	"FLAIR.tx.53"	60	"-"	28687743	28741838	"217,95,2"	12	"243,81,86,116,164,87,100,54,109,148,125,70,"	"0,1391,6288,7383,7966,9157,12094,22262,24165,37233,37499,54025,"	262	""	""
"chr22"	28687743	28741838	"FLAIR.tx.54"	60	"-"	28687743	28741838	"217,95,2"	12	"243,81,86,116,164,100,54,109,148,125,325,70,"	"0,1391,6288,7383,7966,12094,22262,24165,37233,37499,46659,54025,"	262	""	""
"chr22"	28687743	28741838	"FLAIR.tx.55"	60	"-"	28687743	28741838	"217,95,2"	15	"243,81,86,116,164,87,100,54,109,91,148,125,325,116,70,"	"0,1391,6288,7383,7966,9157,12094,22262,24165,31651,37233,37499,46659,50338,54025,"	261	""	""
"chr22"	28687743	28741838	"FLAIR.tx.56"	60	"-"	28687743	28741838	"217,95,2"	15	"243,81,86,116,164,100,62,54,109,91,148,125,129,325,70,"	"0,1391,6288,7383,7966,12094,15761,22262,24165,31651,37233,37499,42676,46659,54025,"	260	"intron2 inclusion (129bp), delta 10"	"377_378ins377+3854_377+3983, 1067_1153del"
"chr22"	28687743	28741838	"FLAIR.tx.57"	60	"-"	28687743	28741838	"217,95,2"	15	"243,81,86,116,164,87,100,54,109,91,114,148,125,325,70,"	"0,1391,6288,7383,7966,9157,12094,22262,24165,31651,33774,37233,37499,46659,54025,"	250	""	""
"chr22"	28687743	28741838	"FLAIR.tx.58"	60	"-"	28687743	28741838	"217,95,2"	14	"243,81,86,116,164,87,100,54,109,148,125,129,325,70,"	"0,1391,6288,7383,7966,9157,12094,22262,24165,37233,37499,42676,46659,54025,"	244	""	""
"chr22"	28687743	28741838	"FLAIR.tx.59"	60	"-"	28687743	28741838	"217,95,2"	17	"243,81,86,116,164,87,100,62,54,109,91,38,125,95,129,325,70,"	"0,1391,6288,7383,7966,9157,12094,15761,22262,24165,31651,37142,37499,41538,42676,46659,54025,"	243	""	""
"chr22"	28687743	28741838	"FLAIR.tx.60"	60	"-"	28687743	28741838	"217,95,2"	13	"243,81,86,116,87,100,54,109,91,148,125,325,70,"	"0,1391,6288,7383,9157,12094,22262,24165,31651,37233,37499,46659,54025,"	242	"delta 8,11"	"905_966del, 1154_1317del"
"chr22"	28687743	28741838	"FLAIR.tx.61"	60	"-"	28687743	28741838	"217,95,2"	17	"243,81,86,116,164,87,100,62,54,109,91,114,38,125,93,325,70,"	"0,1391,6288,7383,7966,9157,12094,15761,22262,24165,31651,33774,37142,37499,42712,46659,54025,"	235	""	""
"chr22"	28687743	28741838	"FLAIR.tx.62"	60	"-"	28687743	28741838	"217,95,2"	12	"243,81,86,116,164,87,100,62,54,109,125,70,"	"0,1391,6288,7383,7966,9157,12094,15761,22262,24165,37499,54025,"	232	""	""
"chr22"	28687743	28741838	"FLAIR.tx.63"	60	"-"	28687743	28741838	"217,95,2"	14	"243,81,86,116,164,100,54,109,91,148,125,93,325,70,"	"0,1391,6288,7383,7966,12094,22262,24165,31651,37233,37499,42712,46659,54025,"	225	""	""
"chr22"	28687743	28741838	"FLAIR.tx.64"	60	"-"	28687743	28741838	"217,95,2"	13	"243,81,86,116,164,100,54,109,148,125,129,325,70,"	"0,1391,6288,7383,7966,12094,22262,24165,37233,37499,42676,46659,54025,"	225	""	""
"chr22"	28687743	28741838	"FLAIR.tx.65"	60	"-"	28687743	28741838	"217,95,2"	16	"243,81,86,116,164,87,100,62,54,109,91,148,125,325,116,57,"	"0,1391,6288,7383,7966,9157,12094,15761,22262,24165,31651,37233,37499,46659,50338,54038,"	223	""	""
"chr22"	28687743	28741838	"FLAIR.tx.66"	60	"-"	28687743	28741838	"217,95,2"	10	"243,81,86,116,164,87,100,148,125,70,"	"0,1391,6288,7383,7966,9157,12094,37233,37499,54025,"	221	""	""
"chr22"	28687743	28741838	"FLAIR.tx.67"	60	"-"	28687743	28741838	"217,95,2"	13	"243,81,86,83,164,87,100,62,54,109,148,125,70,"	"0,1391,6288,7383,7966,9157,12094,15761,22262,24165,37233,37499,54025,"	219	""	""
"chr22"	28687743	28741838	"FLAIR.tx.68"	60	"-"	28687743	28741838	"217,95,2"	12	"243,81,86,116,100,62,54,109,148,125,325,70,"	"0,1391,6288,7383,12094,15761,22262,24165,37233,37499,46659,54025,"	214	""	""
"chr22"	28687743	28741838	"FLAIR.tx.69"	60	"-"	28687743	28741838	"217,95,2"	11	"243,81,86,116,100,54,109,91,148,125,70,"	"0,1391,6288,7383,12094,22262,24165,31651,37233,37499,54025,"	210	""	""
"chr22"	28687743	28741838	"FLAIR.tx.70"	60	"-"	28687743	28741838	"217,95,2"	14	"243,81,86,116,164,87,100,54,109,148,125,93,325,70,"	"0,1391,6288,7383,7966,9157,12094,22262,24165,37233,37499,42712,46659,54025,"	208	""	""
"chr22"	28687743	28741838	"FLAIR.tx.71"	60	"-"	28687743	28741838	"217,95,2"	13	"243,81,86,116,62,54,109,91,148,125,129,325,70,"	"0,1391,6288,7383,15761,22262,24165,31651,37233,37499,42676,46659,54025,"	208	""	""
"chr22"	28687743	28741838	"FLAIR.tx.72"	60	"-"	28687743	28741838	"217,95,2"	16	"243,81,86,116,164,87,100,62,54,109,91,38,125,129,325,70,"	"0,1391,6288,7383,7966,9157,12094,15761,22262,24165,31651,37142,37499,42676,46659,54025,"	206	""	""
"chr22"	28687743	28741838	"FLAIR.tx.73"	60	"-"	28687743	28741838	"217,95,2"	12	"243,81,116,164,100,54,109,91,148,125,325,70,"	"0,1391,7383,7966,12094,22262,24165,31651,37233,37499,46659,54025,"	200	""	""
"chr22"	28687743	28741838	"FLAIR.tx.74"	60	"-"	28687743	28741838	"217,95,2"	13	"243,81,86,116,164,87,100,109,91,148,125,325,70,"	"0,1391,6288,7383,7966,9157,12094,24165,31651,37233,37499,46659,54025,"	199	""	""
"chr22"	28687743	28741838	"FLAIR.tx.75"	60	"-"	28687743	28741838	"217,95,2"	16	"243,81,86,116,164,87,100,62,54,109,91,148,125,325,123,70,"	"0,1391,6288,7383,7966,9157,12094,15761,22262,24165,31651,37233,37499,46659,50172,54025,"	194	""	""
"chr22"	28687743	28741838	"FLAIR.tx.76"	60	"-"	28687743	28741838	"217,95,2"	15	"243,81,86,116,164,87,100,62,54,109,91,148,125,129,70,"	"0,1391,6288,7383,7966,9157,12094,15761,22262,24165,31651,37233,37499,42676,54025,"	192	""	""
"chr22"	28687743	28741838	"FLAIR.tx.77"	60	"-"	28687743	28741838	"217,95,2"	14	"243,81,86,83,164,100,62,54,109,91,38,125,325,70,"	"0,1391,6288,7383,7966,12094,15761,22262,24165,31651,37142,37499,46659,54025,"	191	""	""
"chr22"	28687743	28741838	"FLAIR.tx.78"	60	"-"	28687743	28741838	"217,95,2"	15	"243,81,86,116,164,87,100,62,54,109,148,125,93,325,57,"	"0,1391,6288,7383,7966,9157,12094,15761,22262,24165,37233,37499,42712,46659,54038,"	191	""	""
"chr22"	28687743	28741838	"FLAIR.tx.79"	60	"-"	28687743	28741838	"217,95,2"	17	"243,81,86,116,164,87,100,62,54,109,91,148,125,129,325,116,70,"	"0,1391,6288,7383,7966,9157,12094,15761,22262,24165,31651,37233,37499,42676,46659,50338,54025,"	190	""	""
"chr22"	28687743	28741838	"FLAIR.tx.80"	60	"-"	28687743	28741838	"217,95,2"	11	"243,81,86,116,164,87,100,54,109,91,70,"	"0,1391,6288,7383,7966,9157,12094,22262,24165,31651,54025,"	189	""	""
"chr22"	28687743	28741838	"FLAIR.tx.81"	60	"-"	28687743	28741838	"217,95,2"	14	"243,81,86,116,164,87,100,62,54,109,125,325,116,70,"	"0,1391,6288,7383,7966,9157,12094,15761,22262,24165,37499,46659,50338,54025,"	188	""	""
"chr22"	28687743	28741838	"FLAIR.tx.82"	60	"-"	28687743	28741838	"217,95,2"	14	"243,81,86,83,164,87,100,62,54,109,91,148,125,70,"	"0,1391,6288,7383,7966,9157,12094,15761,22262,24165,31651,37233,37499,54025,"	182	""	""
"chr22"	28687743	28741838	"FLAIR.tx.83"	60	"-"	28687743	28741838	"217,95,2"	15	"243,81,86,116,164,100,62,54,109,91,148,125,93,325,70,"	"0,1391,6288,7383,7966,12094,15761,22262,24165,31651,37233,37499,42712,46659,54025,"	179	"intron 2 inclusion (93bp) delta10"	"377_378ins377+3854_377+3947, 1067_1153del"
"chr22"	28687743	28741838	"FLAIR.tx.84"	60	"-"	28687743	28741838	"217,95,2"	12	"243,81,86,116,164,87,100,62,54,109,91,57,"	"0,1391,6288,7383,7966,9157,12094,15761,22262,24165,31651,54038,"	175	""	""
"chr22"	28687743	28741838	"FLAIR.tx.85"	60	"-"	28687743	28741838	"217,95,2"	16	"243,81,86,116,164,87,100,62,54,109,91,38,125,93,325,70,"	"0,1391,6288,7383,7966,9157,12094,15761,22262,24165,31651,37142,37499,42712,46659,54025,"	174	""	""
"chr22"	28687743	28741838	"FLAIR.tx.86"	60	"-"	28687743	28741838	"217,95,2"	14	"243,81,86,116,164,100,62,54,109,148,125,117,325,70,"	"0,1391,6288,7383,7966,12094,15761,22262,24165,37233,37499,38501,46659,54025,"	166	""	""
"chr22"	28687743	28741838	"FLAIR.tx.87"	60	"-"	28687743	28741838	"217,95,2"	12	"243,81,164,100,62,54,109,91,148,125,325,70,"	"0,1391,7966,12094,15761,22262,24165,31651,37233,37499,46659,54025,"	163	""	""
"chr22"	28687743	28741838	"FLAIR.tx.88"	60	"-"	28687743	28741838	"217,95,2"	16	"243,81,86,83,164,87,100,62,54,109,91,148,125,93,325,70,"	"0,1391,6288,7383,7966,9157,12094,15761,22262,24165,31651,37233,37499,42712,46659,54025,"	157	""	""
"chr22"	28687743	28741838	"FLAIR.tx.89"	60	"-"	28687743	28741838	"217,95,2"	14	"243,81,86,116,164,87,100,54,109,91,114,38,125,70,"	"0,1391,6288,7383,7966,9157,12094,22262,24165,31651,33774,37142,37499,54025,"	156	""	""
"chr22"	28687743	28741838	"FLAIR.tx.90"	60	"-"	28687743	28741838	"217,95,2"	12	"243,81,86,116,164,100,54,109,91,148,125,70,"	"0,1391,6288,7383,7966,12094,22262,24165,31651,37233,37499,54025,"	151	""	""
"chr22"	28687743	28741838	"FLAIR.tx.91"	60	"-"	28687743	28741838	"217,95,2"	16	"243,81,86,116,164,87,100,62,54,109,91,148,125,93,325,57,"	"0,1391,6288,7383,7966,9157,12094,15761,22262,24165,31651,37233,37499,42712,46659,54038,"	147	"intron2 inclusion (93bp)"	"377_378ins377+3854_377+3947"
"chr22"	28687743	28741838	"FLAIR.tx.92"	60	"-"	28687743	28741838	"217,95,2"	16	"243,81,86,116,164,87,100,54,109,91,148,125,129,325,116,70,"	"0,1391,6288,7383,7966,9157,12094,22262,24165,31651,37233,37499,42676,46659,50338,54025,"	147	""	""
"chr22"	28687743	28741838	"FLAIR.tx.93"	60	"-"	28687743	28741838	"217,95,2"	15	"243,81,116,164,87,100,62,54,109,91,148,125,129,325,70,"	"0,1391,7383,7966,9157,12094,15761,22262,24165,31651,37233,37499,42676,46659,54025,"	147	""	""
